Year,Quarter,Type of application,Institution type group,Geographical region,Nationality, Applications 
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa North,Egypt,33
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Eritrea,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Ethiopia,2
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Gabon,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,"Gambia, The",5
2017,2017 Q3,Extensions of stay,Higher Education institution,Europe Other,Georgia,4
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Ghana,31
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Guatemala,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Guinea,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia East,Hong Kong,103
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South,India,262
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Indonesia,35
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Iran,131
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Iraq,81
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Israel,8
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Ivory Coast,4
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Jamaica,4
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia East,Japan,66
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Jordan,31
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia Central,Kazakhstan,17
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Kenya,17
2017,2017 Q3,Extensions of stay,Higher Education institution,Europe Other,Kosovo,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Kuwait,23
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia Central,Kyrgyzstan,2
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Laos,2
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Lebanon,14
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Liberia,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa North,Libya,72
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia East,Macau,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Malawi,3
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Malaysia,327
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South,Maldives,6
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Mauritius,21
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Mexico,20
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia East,Mongolia,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa North,Morocco,4
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Myanmar (Burma),18
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South,Nepal,33
2017,2017 Q3,Extensions of stay,Higher Education institution,Oceania,New Zealand,9
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Nicaragua,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Niger,2
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Nigeria,354
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia East,North Korea,5
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Oman,6
2017,2017 Q3,Extensions of stay,Higher Education institution,Other,Other and unknown,4
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South,Pakistan,595
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Panama,2
2017,2017 Q3,Extensions of stay,Higher Education institution,Oceania,Papua New Guinea,1
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Peru,6
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Philippines,12
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Qatar,7
2017,2017 Q3,Extensions of stay,Higher Education institution,Europe Other,Russia,92
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Saudi Arabia,197
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Senegal,2
2017,2017 Q3,Extensions of stay,Higher Education institution,Europe Other,Serbia,3
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Seychelles,2
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Sierra Leone,5
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Singapore,103
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Somalia,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,South Africa,15
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia East,South Korea,103
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South,Sri Lanka,37
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,St Kitts and Nevis,3
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,St Vincent and the Grenadines,1
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa North,Sudan,6
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Syria,11
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia East,Taiwan,65
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Tanzania,16
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Thailand,108
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Togo,1
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Trinidad and Tobago,13
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa North,Tunisia,3
2017,2017 Q3,Extensions of stay,Higher Education institution,Europe Other,Turkey,63
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia Central,Turkmenistan,5
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Uganda,12
2017,2017 Q3,Extensions of stay,Higher Education institution,Europe Other,Ukraine,40
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,United Arab Emirates,6
2017,2017 Q3,Extensions of stay,Higher Education institution,America North,United States,219
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia Central,Uzbekistan,2
2017,2017 Q3,Extensions of stay,Higher Education institution,America Central and South,Venezuela,3
2017,2017 Q3,Extensions of stay,Higher Education institution,Asia South East,Vietnam,100
2017,2017 Q3,Extensions of stay,Higher Education institution,Middle East,Yemen,3
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Zambia,9
2017,2017 Q3,Extensions of stay,Higher Education institution,Africa Sub-Saharan,Zimbabwe,18
2017,2017 Q3,Visa,All other institutions,Asia Central,Afghanistan,8
2017,2017 Q3,Visa,All other institutions,Europe Other,Albania,50
2017,2017 Q3,Visa,All other institutions,Africa North,Algeria,64
2017,2017 Q3,Visa,All other institutions,Europe Other,Andorra,4
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Angola,46
2017,2017 Q3,Visa,All other institutions,America Central and South,Antigua and Barbuda,6
2017,2017 Q3,Visa,All other institutions,America Central and South,Argentina,14
2017,2017 Q3,Visa,All other institutions,Europe Other,Armenia,15
2017,2017 Q3,Visa,All other institutions,Oceania,Australia,106
2017,2017 Q3,Visa,All other institutions,Europe Other,Azerbaijan,66
2017,2017 Q3,Visa,All other institutions,America Central and South,"Bahamas, The",7
2017,2017 Q3,Visa,All other institutions,Middle East,Bahrain,137
2017,2017 Q3,Visa,All other institutions,Asia South,Bangladesh,45
2017,2017 Q3,Visa,All other institutions,America Central and South,Barbados,10
2017,2017 Q3,Visa,All other institutions,Europe Other,Belarus,40
2017,2017 Q3,Visa,All other institutions,America Central and South,Belize,2
2017,2017 Q3,Visa,All other institutions,America North,Bermuda (British),1
2017,2017 Q3,Visa,All other institutions,Asia South,Bhutan,4
2017,2017 Q3,Visa,All other institutions,America Central and South,Bolivia,4
2017,2017 Q3,Visa,All other institutions,Europe Other,Bosnia and Herzegovina,3
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Botswana,13
2017,2017 Q3,Visa,All other institutions,America Central and South,Brazil,96
2017,2017 Q3,Visa,All other institutions,Other,British overseas citizens,13
2017,2017 Q3,Visa,All other institutions,Asia South East,Brunei,20
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Burkina Faso,1
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Burundi,3
2017,2017 Q3,Visa,All other institutions,Asia South East,Cambodia,25
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Cameroon,10
2017,2017 Q3,Visa,All other institutions,America North,Canada,231
2017,2017 Q3,Visa,All other institutions,America Central and South,Chile,17
2017,2017 Q3,Visa,All other institutions,Asia East,China,8756
2017,2017 Q3,Visa,All other institutions,Other,Christmas Island (Australian),1
2017,2017 Q3,Visa,All other institutions,America Central and South,Colombia,27
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Comoros,1
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Congo,3
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Congo (Democratic Republic),2
2017,2017 Q3,Visa,All other institutions,America Central and South,Costa Rica,3
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Djibouti,1
2017,2017 Q3,Visa,All other institutions,America Central and South,Dominica,12
2017,2017 Q3,Visa,All other institutions,America Central and South,Dominican Republic,10
2017,2017 Q3,Visa,All other institutions,America Central and South,Ecuador,17
2017,2017 Q3,Visa,All other institutions,Africa North,Egypt,202
2017,2017 Q3,Visa,All other institutions,America Central and South,El Salvador,5
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Equatorial Guinea,1
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Eritrea,2
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Eswatini,5
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Ethiopia,13
2017,2017 Q3,Visa,All other institutions,Oceania,Fiji,5
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,"Gambia, The",13
2017,2017 Q3,Visa,All other institutions,Europe Other,Georgia,46
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Ghana,36
2017,2017 Q3,Visa,All other institutions,America Central and South,Grenada,5
2017,2017 Q3,Visa,All other institutions,America Central and South,Guatemala,3
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Guinea,3
2017,2017 Q3,Visa,All other institutions,America Central and South,Guyana,2
2017,2017 Q3,Visa,All other institutions,America Central and South,Haiti,1
2017,2017 Q3,Visa,All other institutions,America Central and South,Honduras,1
2017,2017 Q3,Visa,All other institutions,Asia East,Hong Kong,1509
2017,2017 Q3,Visa,All other institutions,Asia South,India,587
2017,2017 Q3,Visa,All other institutions,Asia South East,Indonesia,188
2017,2017 Q3,Visa,All other institutions,Middle East,Iran,260
2017,2017 Q3,Visa,All other institutions,Middle East,Iraq,29
2017,2017 Q3,Visa,All other institutions,Middle East,Israel,36
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Ivory Coast,3
2017,2017 Q3,Visa,All other institutions,America Central and South,Jamaica,5
2017,2017 Q3,Visa,All other institutions,Asia East,Japan,308
2017,2017 Q3,Visa,All other institutions,Middle East,Jordan,137
2017,2017 Q3,Visa,All other institutions,Asia Central,Kazakhstan,195
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Kenya,86
2017,2017 Q3,Visa,All other institutions,Europe Other,Kosovo,7
2017,2017 Q3,Visa,All other institutions,Middle East,Kuwait,799
2017,2017 Q3,Visa,All other institutions,Asia Central,Kyrgyzstan,8
2017,2017 Q3,Visa,All other institutions,Asia South East,Laos,16
2017,2017 Q3,Visa,All other institutions,Middle East,Lebanon,58
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Lesotho,2
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Liberia,1
2017,2017 Q3,Visa,All other institutions,Africa North,Libya,13
2017,2017 Q3,Visa,All other institutions,Asia East,Macau,35
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Madagascar,2
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Malawi,1
2017,2017 Q3,Visa,All other institutions,Asia South East,Malaysia,403
2017,2017 Q3,Visa,All other institutions,Asia South,Maldives,6
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Mali,3
2017,2017 Q3,Visa,All other institutions,Africa North,Mauritania,5
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Mauritius,12
2017,2017 Q3,Visa,All other institutions,America Central and South,Mexico,189
2017,2017 Q3,Visa,All other institutions,Europe Other,Moldova,2
2017,2017 Q3,Visa,All other institutions,Europe Other,Monaco,2
2017,2017 Q3,Visa,All other institutions,Asia East,Mongolia,26
2017,2017 Q3,Visa,All other institutions,Europe Other,Montenegro,12
2017,2017 Q3,Visa,All other institutions,Africa North,Morocco,65
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Mozambique,3
2017,2017 Q3,Visa,All other institutions,Asia South East,Myanmar (Burma),55
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Namibia,7
2017,2017 Q3,Visa,All other institutions,Asia South,Nepal,13
2017,2017 Q3,Visa,All other institutions,Oceania,New Zealand,17
2017,2017 Q3,Visa,All other institutions,America Central and South,Nicaragua,1
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Niger,1
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Nigeria,489
2017,2017 Q3,Visa,All other institutions,Asia East,North Korea,5
2017,2017 Q3,Visa,All other institutions,Middle East,Occupied Palestinian Territories,18
2017,2017 Q3,Visa,All other institutions,Middle East,Oman,253
2017,2017 Q3,Visa,All other institutions,Other,Other and unknown,5
2017,2017 Q3,Visa,All other institutions,Asia South,Pakistan,204
2017,2017 Q3,Visa,All other institutions,America Central and South,Panama,7
2017,2017 Q3,Visa,All other institutions,America Central and South,Peru,27
2017,2017 Q3,Visa,All other institutions,Asia South East,Philippines,28
2017,2017 Q3,Visa,All other institutions,Middle East,Qatar,270
2017,2017 Q3,Visa,All other institutions,Europe Other,Russia,815
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Rwanda,11
2017,2017 Q3,Visa,All other institutions,Middle East,Saudi Arabia,267
2017,2017 Q3,Visa,All other institutions,Africa Sub-Saharan,Senegal,4
2017,2017 Q3,Visa,All other institutions,Europe Other,Serbia,18
