Year,Quarter,Type_of_application,Category_of_leave,Geographical_region,Nationality,Applications
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Botswana,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Brazil,380
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Other,British overseas citizens,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Brunei,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Burkina,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Burma,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Cambodia,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cameroon,5
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America North,Canada,613
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Cape Verde,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Chile,25
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,China,487
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Colombia,44
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Congo,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Congo (Democratic Republic),2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Costa Rica,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Cuba,40
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Djibouti,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Dominican Republic,10
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Ecuador,8
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Egypt,30
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ethiopia,7
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Fiji,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),EU 14,France,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Gabon,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Georgia,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),EU 14,Germany,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ghana,79
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Grenada,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Guatemala,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Honduras,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Hong Kong,71
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,India,447
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Indonesia,10
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Iran,24
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Iraq,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Israel,61
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Ivory Coast,5
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Jamaica,57
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Japan,245
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Jordan,10
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kazakhstan,23
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Kenya,50
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Korea (South),165
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Kosovo,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Kuwait,6
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Kyrgyzstan,6
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Lebanon,10
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Lesotho,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Libya,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Macedonia,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Madagascar,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Malawi,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Malaysia,40
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mali,8
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mauritius,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Mexico,62
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Moldova,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Mongolia,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Montenegro,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Morocco,9
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Mozambique,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Nepal,23
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,New Zealand,106
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Nigeria,116
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Occupied Palestinian Territories,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Oman,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Other,Other and unknown,6
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Pakistan,144
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Papua New Guinea,5
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Peru,5
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Philippines,48
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Qatar,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Russia,263
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Rwanda,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Samoa,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Sao Tome and Principe,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Saudi Arabia,47
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Senegal,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Serbia,14
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Sierra Leone,5
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Singapore,33
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,South Africa,84
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South,Sri Lanka,42
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,St. Lucia,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,St. Vincent and the Grenadines,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Sudan,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Swaziland,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Syria,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia East,Taiwan,20
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia Central,Tajikistan,1
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Tanzania,13
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Thailand,27
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Oceania,Tonga,6
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Trinidad and Tobago,8
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa North,Tunisia,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Turkey,82
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Uganda,18
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Europe Other,Ukraine,77
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,United Arab Emirates,4
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America North,United States,5195
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Uruguay,6
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),America Central and South,Venezuela,16
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Asia South East,Vietnam,18
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Middle East,Yemen,2
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zambia,3
2018,2018 Q4,Visa,Temporary Worker (Previously Tier 5),Africa Sub-Saharan,Zimbabwe,38
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia Central,Afghanistan,3
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Albania,12
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Algeria,5
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Angola,5
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Argentina,10
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Armenia,9
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Oceania,Australia,320
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Azerbaijan,15
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Bahrain,9
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,Bangladesh,74
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Barbados,6
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Belarus,13
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Benin,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Bolivia,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Bosnia and Herzegovina,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Botswana,5
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Brazil,75
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Other,British overseas citizens,32
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Brunei,4
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Burkina,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Burma,17
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Cameroon,10
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America North,Canada,185
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Chad,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Chile,15
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,China,842
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Colombia,55
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Congo (Democratic Republic),2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Costa Rica,6
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Cuba,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Dominica,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Dominican Republic,7
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Ecuador,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Egypt,174
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,El Salvador,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Eritrea,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ethiopia,5
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,"Gambia, The",4
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Georgia,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Ghana,27
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Grenada,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guatemala,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Guyana,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Honduras,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Hong Kong,48
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,India,3572
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Indonesia,34
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Iran,112
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Iraq,33
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Israel,24
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Jamaica,20
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Japan,123
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Jordan,39
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia Central,Kazakhstan,23
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Kenya,47
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Korea (North),2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Korea (South),74
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Kosovo,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Kuwait,3
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia Central,Kyrgyzstan,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Lebanon,28
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Libya,22
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Macau,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Macedonia,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Malawi,4
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Malaysia,288
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,Maldives,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Mauritania,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Mauritius,46
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Mexico,55
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Mongolia,3
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Morocco,18
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Namibia,4
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,Nepal,48
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Oceania,New Zealand,77
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Niger,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Nigeria,420
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Occupied Palestinian Territories,8
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Oman,5
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Other,Other and unknown,6
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,Pakistan,347
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Oceania,Papua New Guinea,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Paraguay,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Peru,10
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Philippines,452
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Qatar,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Russia,222
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Rwanda,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Oceania,Samoa,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Saudi Arabia,11
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Senegal,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Serbia,25
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Seychelles,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Sierra Leone,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Singapore,127
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,South Africa,135
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South,Sri Lanka,89
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Kitts and Nevis,2
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Lucia,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,St. Vincent and the Grenadines,1
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Sudan,34
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Middle East,Syria,13
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia East,Taiwan,46
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa Sub-Saharan,Tanzania,11
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Asia South East,Thailand,25
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),America Central and South,Trinidad and Tobago,29
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Africa North,Tunisia,8
2018,2018 Q4,Extensions of stay,Worker (Previously Tier 2),Europe Other,Turkey,92
